as_of,B00670,B00739,B00810,B00838,B05548,B05754,B06390,B07260,B08348,B08441,B08489,B08495,B09419,B11317,B11780,B14078,B14771,B15191,B15503,B16441,B16476,B17301,B17945,B17949,B18527,B18618,B18691,B19390,B19480,B20591,B20796,B21691,B21717,B21793,B21967,B22099,B22102,B22198,B22568,B22672,B23377,B23749,B23827,B23868,B24063,B24413,B24848,B24891,B25164,B25810
2009-08-15,75.483,130.361,17.5599,12.0474,27.9951,21.8365,18.6467,27.61,200.358,29.8715,115.406,63.4903,286.838,12.1827,35.0414,27.7724,52.4736,24.2255,41.9849,249.496,38.4019,46.2999,13.9674,22.0358,8.63491,67.3367,25.988,24.802,37.1384,18.0259,40.1888,16.6714,36.6384,113.6,30.5185,241.692,255.931,21.7177,25.6188,30.1477,31.1514,16.8232,37.8702,45.0116,20.1759,39.6366,21.0842,24.3188,20.9363,39.6529
2009-08-16,75.483,130.361,17.5599,12.0474,27.9951,21.8365,18.6467,27.61,200.398,29.8715,115.42,63.5011,286.838,12.1827,35.0414,27.7724,52.4736,24.2255,41.9849,249.496,38.4019,46.2999,13.9674,22.0358,8.63491,67.3367,25.988,24.802,37.1384,18.0259,40.1888,16.6714,36.6384,113.6,30.5185,241.692,255.931,21.7177,25.6188,30.1477,31.1514,16.8232,37.8702,45.0116,20.1759,39.6366,21.0842,24.3188,20.9363,39.6529
2009-08-17,75.483,130.536,17.4045,11.7236,27.3063,21.2458,18.1911,27.5077,198.354,28.883,115.527,63.3338,286.838,11.7622,35.1036,27.733,52.2503,24.2292,41.0662,249.738,37.0692,44.0165,13.5844,22.0808,8.32878,65.7398,26.0465,24.8929,35.1795,17.584,39.0849,16.0872,35.7379,111.102,29.3882,234.339,244.457,21.7689,25.528,29.8391,30.4944,16.7284,36.7672,45.0731,19.5751,37.4595,20.5117,22.9523,20.1792,39.5678
2009-08-18,75.483,130.536,17.4239,11.8687,27.5933,21.5238,18.4758,27.5077,198.652,29.3107,115.635,63.6557,287.6,11.8943,35.1944,27.733,52.1439,24.1411,41.4796,248.758,37.7193,44.7452,13.7872,22.0832,8.48712,66.4052,25.9982,24.9165,35.7162,17.7669,39.5623,16.3119,36.16,112.285,29.7893,237.344,246.887,21.7006,25.3917,30.1239,30.7134,16.7284,37.3187,45.0302,19.8267,37.9931,20.7881,23.256,20.5998,39.6529
2009-08-19,75.483,130.623,17.4433,11.9358,27.7942,21.6801,18.6695,27.5687,198.17,29.4723,115.838,63.6661,287.981,11.8703,35.2851,27.8117,52.1545,24.1448,41.7323,249.408,37.6705,44.4051,13.9223,22.1281,8.55046,66.7378,26.0567,24.9805,35.3674,17.8888,39.8606,16.4467,36.4133,113.337,29.7893,239.241,245.132,21.7278,25.3463,30.3613,30.9324,16.7284,37.5638,45.1296,19.9524,37.6302,20.9263,23.0282,20.6479,39.738
2009-08-20,75.483,130.798,17.4627,12.0139,28.0955,21.9581,18.8517,27.7061,198.729,29.843,115.945,63.8988,289.124,12.0145,35.3474,27.851,52.1651,24.2405,42.1227,249.855,38.1906,45.9598,14.1025,22.1304,8.64546,67.3367,26.1152,25.0243,36.7627,18.0716,40.2783,16.5815,36.7228,114.521,30.2086,241.692,254.176,21.7549,25.3463,30.5987,31.2061,16.7284,37.9928,45.1818,20.1759,39.1457,21.1237,23.9898,20.9724,39.8231
2009-08-21,75.483,130.187,17.5404,12.1702,28.6264,22.4619,19.2618,27.8091,199.81,30.4037,115.864,64.1761,290.267,12.0986,35.392,27.9297,52.1972,24.1599,42.8347,248.748,38.9381,46.8829,14.4179,22.1374,8.83547,68.4678,26.0506,25.0479,37.5678,18.4069,40.9646,16.8961,37.37,116.624,30.7373,246.199,260.655,21.6216,25.3917,30.8598,31.7536,16.7758,38.6975,45.1864,20.6091,40.1062,21.5383,24.5972,21.2729,39.9082
2009-08-22,75.483,130.187,17.5404,12.1702,28.6264,22.4619,19.2618,27.8091,199.849,30.4037,115.878,64.1867,290.267,12.0986,35.392,27.9297,52.1972,24.1599,42.8347,248.748,38.9381,46.8829,14.4179,22.1374,8.83547,68.4678,26.0506,25.0479,37.5678,18.4069,40.9646,16.8961,37.37,116.624,30.7373,246.199,260.655,21.6216,25.3917,30.8598,31.7536,16.7758,38.6975,45.1864,20.6091,40.1062,21.5383,24.5972,21.2729,39.9082
2009-08-23,75.483,130.187,17.5404,12.1702,28.6264,22.4619,19.2618,27.8091,199.887,30.4037,115.891,64.1972,290.267,12.0986,35.392,27.9297,52.1972,24.1599,42.8347,248.748,38.9381,46.8829,14.4179,22.1374,8.83547,68.4678,26.0506,25.0479,37.5678,18.4069,40.9646,16.8961,37.37,116.624,30.7373,246.199,260.655,21.6216,25.3917,30.8598,31.7536,16.7758,38.6975,45.1864,20.6091,40.1062,21.5383,24.5972,21.2729,39.9082
2009-08-24,75.483,130.798,17.5793,12.1925,28.6121,22.4271,19.239,27.9464,199.928,30.5653,115.905,64.43,291.79,12.1827,35.3974,28.0084,52.3249,24.2556,42.8118,249.806,39.2144,46.5428,14.3729,22.1447,8.84603,68.4013,26.0558,25.0781,37.2726,18.3916,40.9347,17.0309,37.3138,116.624,31.0108,246.12,259.44,21.7918,25.4371,30.9073,31.6989,16.7995,38.7588,45.1999,20.5253,39.8287,21.4396,24.4453,21.2729,40.0784
2009-08-25,75.483,131.147,17.5987,12.2149,28.6695,22.514,19.3188,27.9464,199.966,30.6983,115.918,64.4849,292.171,12.2307,35.4312,28.0477,52.3356,24.2594,42.9036,250.456,39.0519,46.98,14.463,22.1684,8.89881,68.5344,26.1146,25.122,37.6751,18.4373,40.9347,17.0758,37.5389,117.019,30.9196,245.171,262.005,21.8666,25.4825,31.121,31.6989,16.8232,38.8507,45.2518,20.6231,40.2556,21.5778,24.749,21.2128,40.0784
2009-08-26,75.483,131.235,17.5793,12.2707,28.6838,22.4966,19.3643,27.9121,200.001,30.5653,116.12,64.5397,292.171,12.2668,35.5504,28.0477,52.4633,24.355,42.8347,250.903,38.8894,47.2715,14.4855,22.1922,8.88826,68.4678,26.1198,25.2063,37.9166,18.4526,40.8154,16.9635,37.5389,116.624,30.7555,244.143,262.95,21.8938,25.4825,31.1684,31.6441,16.8943,38.7894,45.3512,20.6091,40.405,21.558,24.8755,21.1166,40.1635
2009-08-27,75.483,131.19,17.5987,12.2149,28.7699,22.514,19.3643,27.9121,200.303,30.7458,116.417,64.4612,291.79,12.2187,35.698,28.0084,52.474,24.2669,42.9266,250.738,38.8244,47.6602,14.463,22.2372,8.91992,68.5344,26.125,25.3108,38.2923,18.4831,40.875,16.8736,37.6796,116.887,30.6644,244.222,264.975,21.8494,25.3917,31.121,31.5894,16.922,38.8813,45.4983,20.679,40.7892,21.637,25.1539,21.0565,40.1635
2009-08-28,75.483,131.365,17.657,12.1925,28.7125,22.375,19.1935,27.9121,200.604,30.8029,116.714,64.5607,292.171,12.2067,35.8848,28.0084,52.5055,24.3701,42.8347,251.058,39.0681,47.8545,14.3729,22.3085,8.91992,68.4678,26.1675,25.3951,38.6411,18.4373,40.9049,17.1208,37.7077,116.887,30.7191,243.748,266.19,21.907,25.4371,30.7649,31.5346,16.9459,38.9426,45.5504,20.7348,41.1307,21.6567,25.4069,21.0205,40.1635
2009-08-29,75.483,131.365,17.657,12.1925,28.7125,22.375,19.1935,27.9121,200.645,30.8029,116.727,64.5713,292.171,12.2067,35.8848,28.0084,52.5055,24.3701,42.8347,251.058,39.0681,47.8545,14.3729,22.3085,8.91992,68.4678,26.1675,25.3951,38.6411,18.4373,40.9049,17.1208,37.7077,116.887,30.7191,243.748,266.19,21.907,25.4371,30.7649,31.5346,16.9459,38.9426,45.5504,20.7348,41.1307,21.6567,25.4069,21.0205,40.1635
2009-08-30,75.483,131.365,17.657,12.1925,28.7125,22.375,19.1935,27.9121,200.685,30.8029,116.741,64.5819,292.171,12.2067,35.8848,28.0084,52.5055,24.3701,42.8347,251.058,39.0681,47.8545,14.3729,22.3085,8.91992,68.4678,26.1675,25.3951,38.6411,18.4373,40.9049,17.1208,37.7077,116.887,30.7191,243.748,266.19,21.907,25.4371,30.7649,31.5346,16.9459,38.9426,45.5504,20.7348,41.1307,21.6567,25.4069,21.0205,40.1635
2009-08-31,76.1951,131.54,17.657,12.0027,28.4829,22.0623,18.9201,27.8434,200.203,30.6698,116.754,64.5033,293.314,12.1346,35.8902,28.0005,52.6331,24.3817,42.4673,251.708,38.4506,47.223,14.1927,22.3109,8.81436,67.869,26.2553,25.4253,38.0776,18.285,40.4275,17.0084,37.2575,115.967,30.2815,240.032,262.005,21.9103,25.5121,30.5037,31.2061,16.9459,38.6975,45.564,20.4694,40.5544,21.3606,25.0274,20.5517,40.1635
2009-09-01,76.1951,131.54,17.5793,11.7906,27.8516,21.5933,18.4872,27.7747,199.457,29.9665,117.052,64.469,293.314,12.0385,35.9815,28.04,52.6441,24.3855,41.5715,251.954,37.9793,44.9395,13.8322,22.356,8.62435,66.7378,26.2327,25.5101,36.1724,17.904,39.5324,16.6489,36.3851,113.732,29.9716,234.735,249.047,21.9377,25.5121,30.029,30.7682,16.9459,37.7783,45.664,19.9524,38.3986,20.9066,23.6609,20.2513,40.0784
2009-09-02,76.1951,131.978,17.5793,11.7459,27.7655,21.4717,18.4303,27.7747,199.234,29.9665,117.634,64.4795,294.076,12.0745,36.1586,28.0795,52.6551,24.4816,41.4796,252.813,38.0768,44.2108,13.7872,22.4866,8.62435,66.7378,26.2649,25.7371,35.421,17.8736,39.5324,16.6264,36.2444,113.469,30.081,234.498,244.58,22.0129,25.5121,30.0765,30.6586,16.9459,37.8089,45.9069,19.8406,37.6729,20.8276,23.18,20.4075,40.1635
2009-09-03,76.1951,131.89,17.657,11.8911,28.0094,21.6975,18.6467,27.8434,199.798,30.014,117.933,64.8026,295.219,12.2067,36.2499,28.1585,52.7839,24.4854,41.962,252.444,38.6619,45.0367,13.9448,22.5317,8.68769,67.1371,26.2165,25.8015,36.0919,18.0412,40.0396,16.6489,36.7228,114.126,30.4821,236.079,249.047,21.9924,25.5579,30.1952,30.9324,16.9697,38.0234,46.0069,20.1201,38.3559,21.104,23.6355,20.708,40.2486
2009-09-04,76.1951,131.54,17.6958,12.0921,28.3681,21.9581,18.9087,27.9807,200.625,30.4892,117.946,65.0363,295.219,12.3629,36.3009,28.2375,52.7098,24.4072,42.3983,251.786,39.4582,45.5225,14.1476,22.5627,8.83547,67.9355,26.1842,25.8253,36.4407,18.2697,40.6065,16.8736,37.173,115.704,30.9925,239.479,251.077,21.9103,25.5579,30.575,31.2609,16.9936,38.5749,46.107,20.3995,38.7401,21.3409,23.8633,21.0926,40.3337
2009-09-05,76.1951,131.54,17.6958,12.0921,28.3681,21.9581,18.9087,27.9807,200.665,30.4892,117.959,65.0465,295.219,12.3629,36.3009,28.2375,52.7098,24.4072,42.3983,251.786,39.4582,45.5225,14.1476,22.5627,8.83547,67.9355,26.1842,25.8253,36.4407,18.2697,40.6065,16.8736,37.173,115.704,30.9925,239.479,251.077,21.9103,25.5579,30.575,31.2609,16.9936,38.5749,46.107,20.3995,38.7401,21.3409,23.8633,21.0926,40.3337
2009-09-06,76.1951,131.54,17.6958,12.0921,28.3681,21.9581,18.9087,27.9807,200.705,30.4892,117.973,65.0567,295.219,12.3629,36.3009,28.2375,52.7098,24.4072,42.3983,251.786,39.4582,45.5225,14.1476,22.5627,8.83547,67.9355,26.1842,25.8253,36.4407,18.2697,40.6065,16.8736,37.173,115.704,30.9925,239.479,251.077,21.9103,25.5579,30.575,31.2609,16.9936,38.5749,46.107,20.3995,38.7401,21.3409,23.8633,21.0926,40.3337
2009-09-07,76.1951,131.54,17.6958,12.0921,28.3681,21.9581,18.9087,27.9807,200.745,30.4892,117.986,65.0669,295.219,12.3629,36.3009,28.2375,52.7098,24.4072,42.3983,251.786,39.4582,45.5225,14.1476,22.5627,8.83547,67.9355,26.1842,25.8253,36.4407,18.2697,40.6065,16.8736,37.173,115.704,30.9925,239.479,251.077,21.9103,25.5579,30.575,31.2609,16.9936,38.5749,46.107,20.3995,38.7401,21.3409,23.8633,21.0926,40.3337
2009-09-08,76.1951,131.452,17.793,12.1925,28.6264,22.1839,19.0454,28.1524,201.833,31.126,118.094,65.6135,298.647,12.483,36.3922,28.4349,52.8387,24.4108,42.8347,252.031,40.3845,46.98,14.3053,22.5864,9.02548,68.4678,26.2164,25.8798,37.702,18.4069,41.0242,17.3454,37.6514,117.019,31.7582,242.957,258.657,21.8898,25.6037,30.6937,31.5894,17.0413,39.2183,46.1272,20.7069,40.1275,21.5975,24.749,21.5733,40.589
2009-09-09,76.1951,131.803,17.8124,12.36,28.856,22.4966,19.3894,28.2897,202.395,31.4396,118.202,65.6683,300.171,12.5671,36.455,28.5139,52.8498,24.4143,43.1563,252.481,40.5633,48.0003,14.5531,22.5888,9.09938,69.0001,26.1983,25.9442,38.507,18.544,41.4121,17.5027,38.1298,118.334,31.8312,245.171,263.258,21.9411,25.6953,31.0023,31.9179,17.0891,39.5247,46.1797,20.9724,40.96,21.8739,25.2804,21.6094,40.7591
2009-09-10,76.1951,132.503,17.9289,12.561,29.1573,22.8093,19.6517,28.4614,204.792,31.6963,118.595,65.8125,301.314,12.7353,36.632,28.6719,53.0963,24.6026,43.5008,254.569,41.0021,48.6805,14.7559,22.6553,9.20494,69.1998,26.2842,26.0493,39.0168,18.7726,41.7701,17.5701,38.4956,119.648,32.1958,249.045,266.507,22.0882,25.8327,31.2871,32.1368,17.1607,39.923,46.3751,21.2518,41.5149,22.1108,25.6853,21.8377,40.8442
2009-09-11,76.1951,132.59,17.9872,12.5275,29.1143,22.7746,19.5719,28.53,206.142,31.7533,118.987,66.0911,303.218,12.7233,36.7917,28.7904,53.3654,24.6133,43.4549,255.099,41.0183,48.6319,14.7333,22.748,9.20494,69.0667,26.3,26.195,38.8558,18.7421,41.8298,17.7049,38.4394,119.517,32.2687,249.678,265.289,22.1704,26.0159,31.3821,32.1368,17.2561,39.9537,46.5705,21.2518,41.3868,22.0911,25.5841,21.8978,41.0995
2009-09-12,76.1951,132.59,17.9872,12.5275,29.1143,22.7746,19.5719,28.53,206.182,31.7533,119.001,66.1016,303.218,12.7233,36.7917,28.7904,53.3654,24.6133,43.4549,255.099,41.0183,48.6319,14.7333,22.748,9.20494,69.0667,26.3,26.195,38.8558,18.7421,41.8298,17.7049,38.4394,119.517,32.2687,249.678,265.289,22.1704,26.0159,31.3821,32.1368,17.2561,39.9537,46.5705,21.2518,41.3868,22.0911,25.5841,21.8978,41.0995
2009-09-13,76.1951,132.59,17.9872,12.5275,29.1143,22.7746,19.5719,28.53,206.221,31.7533,119.014,66.1121,303.218,12.7233,36.7917,28.7904,53.3654,24.6133,43.4549,255.099,41.0183,48.6319,14.7333,22.748,9.20494,69.0667,26.3,26.195,38.8558,18.7421,41.8298,17.7049,38.4394,119.517,32.2687,249.678,265.289,22.1704,26.0159,31.3821,32.1368,17.2561,39.9537,46.5705,21.2518,41.3868,22.0911,25.5841,21.8978,41.0995
2009-09-14,76.1951,132.678,18.0066,12.6838,29.3008,22.9657,19.7544,28.5644,208.095,31.6963,119.027,66.3461,304.742,12.6753,36.8259,28.8694,53.4949,24.6168,43.8223,254.525,40.8721,49.8465,14.891,22.7504,9.18383,69.3328,26.2507,26.2257,40.0365,18.864,42.0983,17.6375,38.8052,119.911,31.9952,250.784,273.004,22.1019,26.1991,31.5957,32.4106,17.3516,40.015,46.6331,21.4754,42.7102,22.3477,26.4192,21.7776,41.1846
2009-09-15,76.1951,132.853,18.0843,12.8401,29.4013,23.1741,19.9026,28.8047,210.492,31.7343,119.041,67.027,308.932,12.6753,36.9744,29.1063,53.6245,24.6203,43.9602,254.975,41.3596,50.5266,15.0037,22.7742,9.24716,69.3328,26.2051,26.2901,40.6269,18.9097,42.516,17.5252,39.1429,120.306,32.3963,253.393,275.982,22.1053,26.3823,31.7856,32.5748,17.4948,40.0762,46.6382,21.7129,43.3932,22.5056,26.8241,21.9699,41.3548
2009-09-16,76.1951,133.203,18.2203,13.0076,29.8461,23.6432,20.2562,29.1824,212.893,32.3045,119.339,67.842,312.36,12.8795,37.1514,29.3433,53.9895,24.7162,44.5803,255.63,42.3347,52.3242,15.3191,22.7979,9.40551,69.7321,26.3179,26.4765,42.3442,19.1688,43.2619,17.9296,39.6775,121.884,33.2896,257.584,285.321,22.1327,26.6571,32.1654,33.1223,17.638,40.8422,46.6909,22.146,45.2075,22.9597,27.9881,22.5348,41.6951
2009-09-17,76.1951,133.553,18.2535,12.8736,29.76,23.5911,20.222,29.4227,213.194,32.295,119.636,67.9419,313.503,12.8555,37.4428,29.4223,54.0018,24.7198,44.3506,256.285,42.2047,52.227,15.274,22.8644,9.34217,69.1998,26.4308,26.6425,42.1564,19.1535,43.0829,18.0195,39.3961,121.621,33.2532,255.686,282.614,22.2318,26.7487,32.0942,32.958,17.6619,40.7503,46.9341,21.9784,44.9087,22.8215,27.7604,22.4507,41.7802
2009-09-18,76.1951,133.553,18.2931,12.9295,29.8317,23.6258,20.3132,29.4913,213.233,32.2285,119.839,67.9076,312.36,12.8795,37.6024,29.4223,54.1564,24.7304,44.4884,255.996,42.2047,52.5185,15.3416,22.914,9.36328,69.7321,26.3951,26.7069,42.3711,19.2145,42.9934,17.8847,39.4243,121.621,33.2349,255.212,282.749,22.1701,26.8403,32.1417,33.0128,17.7096,40.6277,46.9868,22.0063,45.0794,22.782,27.9122,22.5228,41.9504
2009-09-19,76.1951,133.553,18.2931,12.9295,29.8317,23.6258,20.3132,29.4913,213.272,32.2285,119.852,67.9182,312.36,12.8795,37.6024,29.4223,54.1564,24.7304,44.4884,255.996,42.2047,52.5185,15.3416,22.914,9.36328,69.7321,26.3951,26.7069,42.3711,19.2145,42.9934,17.8847,39.4243,121.621,33.2349,255.212,282.749,22.1701,26.8403,32.1417,33.0128,17.7096,40.6277,46.9868,22.0063,45.0794,22.782,27.9122,22.5228,41.9504
2009-09-20,76.1951,133.553,18.2931,12.9295,29.8317,23.6258,20.3132,29.4913,213.311,32.2285,119.865,67.9287,312.36,12.8795,37.6024,29.4223,54.1564,24.7304,44.4884,255.996,42.2047,52.5185,15.3416,22.914,9.36328,69.7321,26.3951,26.7069,42.3711,19.2145,42.9934,17.8847,39.4243,121.621,33.2349,255.212,282.749,22.1701,26.8403,32.1417,33.0128,17.7096,40.6277,46.9868,22.0063,45.0794,22.782,27.9122,22.5228,41.9504
2009-09-21,76.1951,133.728,18.2733,12.8848,29.7313,23.5389,20.2448,29.4584,213.347,31.9624,119.973,67.8943,313.884,12.8194,37.6366,29.4223,54.1687,24.734,44.8788,256.241,41.8309,51.644,15.2965,22.9377,9.27883,69.3994,26.3744,26.7376,41.6466,19.1688,42.7845,17.7049,39.368,121.358,32.9432,253.947,278.689,22.1734,26.8861,32.0942,33.396,17.7335,40.3826,47.0497,21.9504,44.247,22.7425,27.4061,22.3906,41.9504
2009-09-22,76.1951,133.99,18.4117,12.9406,29.9322,23.6953,20.3703,29.562,214.696,32.3521,120.271,68.1282,315.027,12.8795,37.7565,29.5012,54.3002,24.8299,45.2004,256.896,42.5622,53.1987,15.4092,22.9829,9.41606,69.599,26.4078,26.8021,42.9614,19.2906,43.2619,17.9745,39.6494,122.278,33.4173,257.584,287.216,22.2247,26.9778,32.2604,33.5055,17.7812,40.8422,47.1977,22.1321,45.66,22.861,28.3171,22.7151,42.0355
2009-09-23,76.1951,134.078,18.4117,12.8848,29.6308,23.4521,20.1992,29.5965,214.992,32.219,120.474,68.0044,315.027,12.8194,37.8764,29.5407,54.4285,24.8335,44.7181,257.346,42.1884,51.3525,15.2289,23.0067,9.34217,69.3328,26.4411,26.8665,41.2172,19.1078,42.7249,17.8847,39.1991,121.226,33.1438,254.579,277.064,22.276,27.0693,32.118,33.2318,17.8528,40.4745,47.298,21.8247,43.8833,22.5254,27.1784,22.5588,42.1206
2009-09-24,76.1951,134.361,18.392,12.6838,29.3582,23.0699,19.857,29.5275,215.559,31.7438,120.582,67.6572,314.265,12.7353,37.9677,29.4223,54.5588,24.837,44.2358,257.795,41.6196,49.895,14.9361,23.0304,9.20494,68.4678,26.5293,26.9309,39.8755,18.8945,42.0088,17.66,38.5801,119.911,32.7427,250.31,269.62,22.3034,27.1152,31.7856,32.7391,17.9006,39.9537,47.3508,21.4474,42.342,22.1898,26.1661,22.2343,41.8653
2009-09-25,76.1951,134.712,18.392,12.6168,29.1717,22.983,19.7772,29.4584,215.336,31.5822,120.785,67.6231,313.884,12.7473,38.0988,29.4223,54.5964,24.94,43.7994,258.326,41.7171,49.8465,14.8685,23.1016,9.15216,68.2017,26.6025,27.0157,39.9025,18.7726,41.5911,17.5926,38.3831,119.254,32.925,248.808,270.161,22.3615,27.0693,31.6907,32.5748,17.9244,39.7698,47.4513,21.3217,42.3634,22.0516,26.1914,22.2824,41.9504
2009-09-26,76.1951,134.712,18.392,12.6168,29.1717,22.983,19.7772,29.4584,215.375,31.5822,120.798,67.6337,313.884,12.7473,38.0988,29.4223,54.5964,24.94,43.7994,258.326,41.7171,49.8465,14.8685,23.1016,9.15216,68.2017,26.6025,27.0157,39.9025,18.7726,41.5911,17.5926,38.3831,119.254,32.925,248.808,270.161,22.3615,27.0693,31.6907,32.5748,17.9244,39.7698,47.4513,21.3217,42.3634,22.0516,26.1914,22.2824,41.9504
2009-09-27,76.1951,134.712,18.392,12.6168,29.1717,22.983,19.7772,29.4584,215.414,31.5822,120.812,67.6444,313.884,12.7473,38.0988,29.4223,54.5964,24.94,43.7994,258.326,41.7171,49.8465,14.8685,23.1016,9.15216,68.2017,26.6025,27.0157,39.9025,18.7726,41.5911,17.5926,38.3831,119.254,32.925,248.808,270.161,22.3615,27.0693,31.6907,32.5748,17.9244,39.7698,47.4513,21.3217,42.3634,22.0516,26.1914,22.2824,41.9504
2009-09-28,76.1951,134.887,18.4315,12.7062,29.7026,23.5389,20.2334,29.4584,215.976,31.9434,120.825,67.7442,314.646,12.7714,38.1044,29.4223,54.6089,24.9436,44.5803,258.571,41.8959,51.6926,15.2289,23.1038,9.26828,69.1998,26.6634,27.0464,41.4684,19.1078,42.2177,17.7274,39.2273,121.358,32.9615,253.71,280.177,22.4128,27.1152,32.1654,33.177,17.9607,40.4133,47.5149,21.7967,44.2472,22.5451,27.3808,22.4867,41.9504
2009-09-29,76.1951,135.151,18.4513,12.6727,29.6308,23.4521,20.1421,29.4929,216.014,31.7818,120.933,68.1115,315.789,12.7834,38.1672,29.5407,54.6209,24.9471,44.5114,258.611,42.1721,50.8667,15.1614,23.1275,9.25772,69.0667,26.7238,27.0905,40.7394,19.0773,42.158,17.615,39.3398,121.358,33.1438,254.737,275.846,22.3922,27.161,32.2604,33.2318,17.9607,40.2907,47.5678,21.8386,43.498,22.6438,26.9253,22.5588,42.0355
2009-09-30,82.5023,134.975,18.4711,12.628,29.5448,23.1915,19.9368,29.5965,215.529,31.8768,121.136,68.4798,318.455,12.7954,38.2871,29.6908,54.515,24.9507,44.4195,258.447,42.1072,50.6238,15.0037,23.1725,9.29994,68.9336,26.6762,27.1955,40.4695,19.0164,42.0088,17.7049,39.171,120.963,33.2349,253.631,273.274,22.3477,27.1449,32.023,33.0676,17.9607,40.352,47.6683,21.7548,43.2625,22.4859,26.7735,22.6069,42.2908
2009-10-01,82.5023,135.151,18.4117,12.2819,28.7843,22.4793,19.2867,29.6656,213.722,31.012,121.339,68.356,319.217,12.5671,38.4073,29.6908,54.4081,24.9542,43.34,259.103,41.3758,48.4375,14.508,23.1961,9.07827,67.2036,26.7364,27.2806,38.6336,18.5288,40.7557,17.3005,38.0454,117.808,32.688,245.487,263.665,22.4231,27.0526,31.4533,32.2463,17.8886,39.2183,47.769,21.0283,41.2931,21.8344,25.5246,22.0901,42.2908
2009-10-02,82.5023,134.887,18.392,12.1367,28.6551,22.2882,19.1613,29.6656,213.234,30.6508,121.448,68.4117,319.598,12.507,38.4811,29.7304,54.2058,24.9649,43.0874,258.603,41.2946,47.9274,14.4179,23.2239,9.00437,66.5382,26.7573,27.3045,38.2017,18.4221,40.5767,17.0983,37.6565,117.019,32.7427,243.985,261.634,22.3849,26.9603,31.3583,32.0821,17.8645,38.9119,47.8219,20.8187,40.865,21.6173,25.2949,22.1141,42.3759
2009-10-03,82.5023,134.887,18.392,12.1367,28.6551,22.2882,19.1613,29.6656,213.273,30.6508,121.461,68.4224,319.598,12.507,38.4811,29.7304,54.2058,24.9649,43.0874,258.603,41.2946,47.9274,14.4179,23.2239,9.00437,66.5382,26.7573,27.3045,38.2017,18.4221,40.5767,17.0983,37.6565,117.019,32.7427,243.985,261.634,22.3849,26.9603,31.3583,32.0821,17.8645,38.9119,47.8219,20.8187,40.865,21.6173,25.2949,22.1141,42.3759
2009-10-04,82.5023,134.887,18.392,12.1367,28.6551,22.2882,19.1613,29.6656,213.312,30.6508,121.474,68.4332,319.598,12.507,38.4811,29.7304,54.2058,24.9649,43.0874,258.603,41.2946,47.9274,14.4179,23.2239,9.00437,66.5382,26.7573,27.3045,38.2017,18.4221,40.5767,17.0983,37.6565,117.019,32.7427,243.985,261.634,22.3849,26.9603,31.3583,32.0821,17.8645,38.9119,47.8219,20.8187,40.865,21.6173,25.2949,22.1141,42.3759
2009-10-05,82.5023,134.887,18.4711,12.2595,29.0712,22.6877,19.5148,29.8383,213.878,30.9645,121.488,69.1624,322.645,12.6032,38.4865,30.0079,54.3359,24.9685,43.5697,259.054,41.9446,49.1488,14.6883,23.2261,9.10993,67.4698,26.7632,27.3149,39.1466,18.6812,41.2032,17.2556,38.5303,118.465,33.1073,248.808,268.402,22.4363,27.0064,31.8331,32.5201,17.9126,39.4941,47.8374,21.3077,41.9567,22.0911,25.9841,22.4627,42.7163
2009-10-06,82.5023,134.887,18.5502,12.4605,29.473,23.1047,19.8798,30.2181,214.967,31.6107,121.311,69.4875,325.312,12.7113,38.4346,30.1269,54.466,25.065,44.1209,259.505,42.6434,49.3442,14.9586,23.1854,9.33161,68.4678,26.7689,27.2572,39.2276,18.9402,41.8596,17.615,38.9812,120.306,33.7272,252.603,268.131,22.4155,27.0988,32.2129,32.9033,17.9367,40.1682,47.6992,21.6011,41.9781,22.4069,25.9841,22.7271,42.9715
2009-10-07,82.5023,135.238,18.5897,12.4717,29.5735,23.1047,19.9026,30.2872,214.999,31.6868,121.039,69.4084,325.693,12.7714,38.3252,30.1269,54.5962,25.1616,44.2817,260.573,42.7085,49.3442,14.9586,23.1232,9.37384,68.4013,26.8287,27.1586,39.1466,19.0011,42.0983,17.615,39.0376,121.095,33.8001,253.631,267.319,22.515,27.1449,32.2129,32.958,17.9848,40.2601,47.561,21.6291,41.9567,22.4069,25.9585,22.7271,43.0566
2009-10-08,82.5023,134.975,18.649,12.4717,29.7887,23.3479,20.0395,30.4254,216.087,32.1905,120.482,69.7335,326.836,12.8555,38.1584,30.2458,54.6078,25.0727,44.6951,259.994,43.196,50.1748,15.0938,23.0396,9.53218,68.9336,26.8091,27.0193,39.8485,19.123,42.695,17.9071,39.4322,122.278,34.1829,258.137,271.65,22.4702,27.1911,32.4266,33.3413,18.0088,40.8116,47.3273,21.9504,42.7701,22.7031,26.469,23.0155,43.3119
2009-10-09,82.5023,134.624,18.649,12.7062,29.9609,23.6258,20.279,30.4944,216.126,32.0669,120.21,69.7441,326.836,12.9276,38.06,30.2061,54.6425,24.8986,44.9018,258.877,43.5048,50.5656,15.274,22.9604,9.52162,69.5324,26.7452,26.9003,40.1995,19.2297,42.6652,17.8847,39.6859,123.067,34.4017,258.77,273.951,22.3117,27.2373,32.7114,33.615,18.0328,40.8116,47.1413,22.0762,43.1554,22.8413,26.6477,23.1958,43.2268
